snapshot_date,snapshot_index,name,owner,stance,short_label,proximity,category,headline,release,strategy,positioning,ai,scale,website,sources
2026-09-10,1,MineralTree,Global Payments · Boston,cons,Payments-owned,Low,AP + payment automation · multi-ERP,Owned by payments giant Global Payments; strength in multi-currency/international payments.,"Multi-currency (TransferMate, 130+ currencies); enterprise multi-ERP focus.",Part of Global Payments ($500M acquisition) → payment monetisation.,"End-to-end invoice-to-pay, fraud protection, multi-ERP.",Less AI profiling; focus on payments and visibility.,"3,000+ companies · mid-market → Fortune 500",,Global Payments acq. (https://investors.globalpayments.com/news-events/press-releases/detail/23/global-payments-agrees-to-acquire-mineraltree-a-leader-in); Crunchbase (https://www.crunchbase.com/organization/mineraltree)
2026-09-10,1,Dime Scheduler,Dime Software (Dimenics) · BE,steady,Adjacent (scheduling),High,Visual resource/project planning · BC,"BC-native, but in a different category (scheduling) — ISV neighbour, not a direct AP rival.","Real-time BC sync, Gantt, drag-drop, capacity pivot, map/route planning; Outlook/Exchange sync.",Visual planning layer on top of BC/NAV/CRM/Power Platform.,"“Stop guessing, start planning” — easy to implement (~5 days).",Limited AI profile; strength is visual planning.,Subscription from ~€50/year · many languages,,Features (https://www.dimescheduler.com/features); Microsoft Marketplace (https://marketplace.microsoft.com/en-us/product/web-apps/dimenics-3435744.dimescheduler)
2026-09-10,1,Microsoft Expense Agent,Microsoft · native in BC,ai,Platform owner · AI,High,AI expense capture · native in Business Central,The platform owner itself moving into the expense space with an AI agent — the most important BC-native development to watch.,"Expense Agent introduced in D365 BC (Apr 2026); BC 2026 Wave 1 adds (Jun 19, 2026) an AI approval step that validates expense reports against company policies written in plain language and guides approvers — public preview Jul 2026. Preview expands beyond the US to the UK, Australia and New Zealand from Jul 2026. Sept 2026: Microsoft stops publishing Release Plans — further agent capabilities are disclosed on the “AI at Work roadmap” instead, with BC 29 (2026 wave 2) landing from October.","Microsoft building AI functionality directly into BC, overlapping with third-party expense solutions.","Native to the platform — no extra vendor, comes with Business Central.","AI expense agent embedded in the ERP — now also checks reports against natural-language policies at line, report and cross-line level, while leaving the final call to the approver.",Built into Microsoft Dynamics 365 Business Central,,Microsoft blog (https://www.microsoft.com/en-us/dynamics-365/blog/it-professional/2026/04/27/expense-agent-dynamics-365-business-central/); Approval process (BC 2026 W1) (https://www.azurecurve.co.uk/2026/06/new-functionality-in-microsoft-dynamics-365-business-central-2026-wave-1-expense-agent-supports-approval-process/); Markets (MS Learn) (https://learn.microsoft.com/en-us/dynamics365/release-plan/2026wave1/smb/dynamics365-business-central/manage-expenses-business-central-using-expense-agent); Release Plans retired (MS Learn) (https://learn.microsoft.com/en-us/dynamics365/release-plan/2026wave1/smb/dynamics365-business-central/); AI at Work roadmap (https://aka.ms/AIatWorkRoadmap)
2026-09-10,1,Lasernet,Lasernet Group · DK/UK,cons,Taken private · BC output,High,Document output & e-invoicing · BC + F&O,BC-native output engine (rival to Continia Document Output) — now taken private and delisted after a completed SEK 30/share cash takeover.,"Take-private complete — Tabellae BidCo (Mission Trail Partners) declared its recommended SEK 30/share cash offer (~SEK 879M, +53.8% premium) unconditional on Jul 23, 2026 at ~92% acceptance and moved to compulsory redemption; Lasernet Group delisted from Nasdaq Stockholm with last trading day Aug 24, 2026. Lasernet for BC stays live on AppSource (20+ report types, Azure AI mapping); Temenos Exchange Partner of the Year 2026; joined the IFS partner network.","Formpipe Software AB renamed itself Lasernet Group AB (briefly Nasdaq Stockholm ticker LASER from Jun 9, 2026), focused solely on the Lasernet platform — now owned outright by the PE-led Tabellae/Mission Trail consortium.","Embedded in BC — design, send and archive documents without leaving the ERP.",Azure AI for data mapping; primarily strong on output/compliance rather than AI marketing.,20+ years of document expertise · global,,Lasernet Group (https://www.lasernetgroup.com/news-blogs/bc-connector-now-on-appsource); Offer completed (~92%) (https://mfn.se/all/a/tabellaebidco/tabellae-bidco-completes-the-recommended-offer-to-the-shareholders-of-lasernet-at-92-0-percent-and-extends-the-acceptance-period); Delisting / IR (https://ir.lasernetgroup.com/)
2026-09-10,1,AMC Banking,AMC-Consult · Denmark,steady,BC-native · banking,High,Bank integration & payments · BC + F&O,BC-native bank/payments solution — directly competes with Continia Banking & Payment Management.,Standardises 600+ bank formats via the cloud platform XTendLink; Fundamentals ships as a BC extension.,"PSD2-licensed payment institution; payment export, bank statements and reconciliation directly in BC.",Embedded in BC — from payment journal direct to the bank (host-to-host).,"Data-driven auto-matching; less AI profiling, more operations and compliance.",600+ banks · Danish vendor,,AMC Banking BC (https://www.amcbanking.com/bc-fundamentals/); Microsoft Learn (https://learn.microsoft.com/en-us/dynamics365/business-central/ui-extensions-amc-banking)
2026-09-10,1,Acubiz,Acubiz · Denmark,steady,Expense · integrated,Medium,Expense management · certified BC integration,Danish expense player with certified BC integration — competes with Continia Expense Management.,"Certified integration with BC (+ e-conomic, Danløn, 40+ systems); app + web portal for expenses, cards and mileage.",Standalone expense platform that connects to BC — not “built inside” like Continia.,Real-time overview of employee spend; automatic import to BC.,Automation of receipt/expense flow; limited AI profile.,Danish · 40+ system integrations,,Acubiz platform (https://acubiz.com/platform/)
2026-09-10,1,Pagero,Thomson Reuters,cons,TR-owned · e-invoicing,High,E-invoicing network & compliance · BC connector,"Global e-invoicing network, now owned by Thomson Reuters — one of BC's built-in E-Document connectors.","ONESOURCE Pagero (e-invoicing + tax); embedded e-invoicing for Oracle Fusion (2026); Deloitte global alliance (Jan 2026); pre-approved ASP for the UAE mandate (from Jul 2026); passed the EU ViDA Peppol 5-corner pilot. Jul 29, 2026: France's DGFiP approved Pagero's Partner Dematerialization Platform (PDP), certifying it ahead of the Sept 1, 2026 mandate.",Acquired by Thomson Reuters (2024) and merged with ONESOURCE tax; “two-step” format conversion globally.,"Open, ERP-agnostic network; BC extension sends e-/PDF/print invoice via one connection.",Focus on compliance/CTC mandates rather than AI marketing.,14M+ businesses · 100+ networks · IDC leader,,Pagero for BC (https://europe.thomsonreuters.com/pagero-network/system-connectivity/microsoft); France PDP approved (Jul 2026) (https://www.pagero.com/newsroom/pageros-pdp-application-approved-by-french-authorities); UAE ASP (https://europe.thomsonreuters.com/newsroom/pagero-part-of-thomson-reuters-listed-as-pre-approved-e-invoicing-service-provider-in-the-uae); Deloitte-alliance (https://www.thomsonreuters.com/en/press-releases/2026/january/deloitte-and-thomson-reuters-launch-a-strategic-alliance-to-support-end-to-end-global-e-invoicing-and-e-reporting-for-organizations)
2026-09-10,1,B2Brouter,B2Brouter Global · ES,steady,Peppol · BC connector,High,Peppol / e-invoicing access point · BC connector,Certified Peppol access point with native BC connector — one of BC's built-in E-Document APIs.,"BC connector on AppSource; supports Peppol BIS 3.0, UBL, XRechnung, FatturaPA, Chorus Pro, FACe and SDI; launched a developer sandbox (Jun 2026) for API/invoice testing ahead of France's Sep 2026 receive deadline.",One connection to the entire Peppol network; automatic format conversion and compliance.,Native in Dynamics — send and receive e-invoices without external portals.,No significant AI profile; strength is compliance breadth across countries.,30+ countries · ISO 27001 · EESPA member,,B2Brouter for Dynamics (https://www.b2brouter.net/global/e-invoicing-microsoft-dynamics/); Developer sandbox (Jun 2026) (https://www.b2brouter.net/global/b2brouter-sandbox/); Microsoft Learn (E-Docs) (https://learn.microsoft.com/en-us/dynamics365/business-central/faq-electronic-invoicing)
2026-09-10,1,Qvalia,Qvalia · SE,steady,Peppol · BC app,High,Peppol e-invoicing & order management · BC app,Ready-made BC app for Peppol with AI posting suggestions — setup without code.,Sends/receives Peppol invoices + order management; automatic posting in BC; AI suggestions for account mapping.,Plug-and-play BC connector via the Qvalia platform; no IT resources required.,Everything posted automatically in BC — no double entry.,AI-generated posting suggestions for incoming vendor invoices.,EN 16931 · Peppol BIS · Swedish vendor,,Qvalia for BC (https://qvalia.com/peppol-e-invoicing-for-business-central/)
2026-09-10,1,Rillion,Rillion (formerly Palette) · Stockholm (Altor),ai,AI-native capture,Medium,AP automation · multi-ERP + BC connector,Nordic AP-automation veteran going AI-native — LLM invoice capture with no OCR templates.,"Rillion Capture (Mar 25, 2026) — first AI-native, multimodal-LLM invoice capture (no templates); Riley AI Assistant (Sept 2025) for invoice/supplier Q&A; Jul 2026: strengthened UK partnership with Stratas to accelerate AI-driven AP; Aug 27, 2026: released its 2026 AI in Finance Report (the “Finance AI Illusion”) — 68% of US finance teams use AI but only 39% of CFOs trust it to run independently.","30+ years (ex-Palette/Centsoft), Altor PE-owned; shifting from template-OCR to AI-native capture and expanding in the US.","Control, visibility and speed for mid-market/enterprise AP; native Business Central connector among 50+ ERPs.","Riley AI assistant + Rillion Capture (multimodal LLM) for extraction, coding and approval routing.","3,000+ customers · 50+ countries · Altor-owned",,Rillion AP (https://www.rillion.com/); Rillion Capture (Mar 2026) (https://www.rillion.com/blog/rillion-capture-announcement/); Rillion + Stratas (Jul 2026) (https://www.rillion.com/blog/rillion-and-stratas-strengthen-partnership-to-accelerate-ai-driven-ap-automation-in-the-uk/); 2026 AI in Finance Report (https://www.prnewswire.com/news-releases/new-report-from-rillion-reveals-the-finance-ai-illusion-across-us-finance-functions-302861937.html); BC integration (https://www.rillion.com/integration/microsoft-dynamics-365-business-central/)
2026-09-10,1,Fidesic,"Fidesic (Enliven Software) · East Lansing, MI",ai,Built for Dynamics · AI capture,High,AP automation · Dynamics GP + BC,"AP automation purpose-built for Microsoft Dynamics GP & Business Central, with AI invoice capture.","AI invoice capture (MagiCapture) for Business Central — no templates, near-touchless; multi-entity BC integration (2024–25).",Deepen the Dynamics ecosystem (GP heritage since 2008 + native BC AL app); raise AI-capture fidelity and multi-entity workflows.,“Purpose-built for Dynamics” — native GP/BC AP with no coding or mapping.,"MagiCapture ML/AI invoice capture that learns per submission; high first-pass accuracy, no templates.","East Lansing, MI · GP since 2008 · BC on AppSource",,Fidesic (https://www.fidesic.com/); BC integration (https://www.fidesic.com/product/dynamics-business-central-integration); MagiCapture (https://www.fidesic.com/product/magicapture)
2026-09-10,1,Yavrio,Yavrio · London,steady,BC-native · open banking,High,Bank connectivity & payments · BC + ERPs,Open-banking bank connectivity built inside Business Central — overlaps AMC Banking and Continia Banking & Payment Management.,"Connected the five largest US banks + embedded payments (early 2026); $2.4M seed (Fuel Ventures, Jan 2025); 14,000+ banks across 20 countries.",Expand bank coverage (10K→14K+ banks) and ERP scope beyond BC; positioned as a no-code alternative to CSV/file-based bank imports.,"“Built inside Business Central” — collect, settle and reconcile payments and bank feeds without external portals.",Rules-based live bank feeds + automated reconciliation; minimal AI positioning.,"London · ~40 staff · 14,000+ banks · seed-stage",,Yavrio (https://www.yavr.io/); 5 major US banks (https://www.openbankingexpo.com/news/open-banking-fintech-yavrio-connects-with-five-major-us-banks/); Yavrio on AppSource (https://appsource.microsoft.com/en-us/product/dynamics-365-business-central/pubid.yavrioltd1647526263468%7Caid.yavrio_open_banking%7Cpappid.3d686c04-e1b1-435e-bea4-862c2c203ca7)
2026-09-10,1,Pleo,Pleo · Copenhagen,ai,Agentic · BC-integrated,High,Spend & expense management · vs Continia EM,"The Nordic head-to-head on expense: Danish, card-led, and now shipping a full stack of finance agents on top of a direct Business Central integration.","June 11, 2026: launched agentic capabilities — Policy Agent live (spend rules applied in real time, exceptions flagged, approvals routed), Pleo MCP next (captures transactions, finds receipts, drafts memos, codes and submits expenses), plus AP, Treasury and Accounting agents; beta from July 2026. Layoffs of ~50 staff followed the launch.",Move from card + expense app to “spend that runs itself” — agents that act inside guardrails rather than dashboards that report.,"Card, invoice and reimbursement in one consumer-grade app; BC gets VAT setup, dimensions, chart of accounts and vendors synced, and every expense exported in real time as a journal entry or purchase invoice.","Five named agents (Policy, MCP, AP, Treasury, Accounting) with encryption and human-set guardrails as the pitch — the most complete agent story in the expense field.","40,000+ businesses · Europe · Copenhagen HQ",,Pleo agents (FinTech Global) (https://fintech.global/2026/06/11/pleo-launches-ai-agents-for-autonomous-spend-management/); AI at Pleo (https://blog.pleo.io/en/ai-at-pleo); BC integration (https://www.pleo.io/en/integrations/microsoft-dynamics-365-business-central); Layoffs (TNW) (https://thenextweb.com/news/pleo-layoffs-ai-agents-finance)
2026-09-10,1,Payhawk,Payhawk · London / Sofia,ai,AI-native · $100M ARR,High,Spend management + AP · vs Continia EM & CB,"Rebuilt the company around autonomous agents, passed $100M ARR, and is the spend vendor sitting closest to Business Central — native app, official Microsoft ISV.","July 8, 2026: passed $100M ARR after a 24-month AI-native rebuild — 159% YoY net-new business, 95% YoY payments volume, ARR per employee up 75% to ~$238K, ~$120M burned to get there. Agent Fetch went GA: 550+ businesses activated, invoices gathered up to 12× faster than humans, vendor-invoice submission time down 46% in 2026.","Four enterprise agents (Financial Controller, Procurement, Travel, Payments) doing real finance work inside company policy — sold as control, not just automation.","Cards + expenses + AP in one global platform with a consistent control model across entities; direct bi-directional BC API with BC dimensions mapped inside Payhawk, no custom development.","Agents own the busywork end to end — invoice chasing, trip booking, payment workflows — and 76% of support requests now resolve autonomously.","5,000+ businesses · 32 countries · $100M+ ARR",,$100M ARR (https://payhawk.com/blog/news-payhawk-passes-100m-arr); Four enterprise agents (https://payhawk.com/blog/payhawk-launches-four-enterprise-ready-ai-agents); Agent Fetch (https://finance.yahoo.com/technology/ai/articles/payhawk-releases-financial-controller-agent-070000855.html); BC integration (https://payhawk.com/integration/microsoft-dynamics)
2026-09-10,1,Rydoo,Rydoo (Eurazeo) · Brussels,ai,MCP + AP via Semine,Medium,Expense management + AP · vs Continia EM,PE-backed European expense player that bought its way into AP and put expense approvals inside Claude and ChatGPT.,"2026: shipped an MCP connector so employees review, approve and reject expenses — and finance queries spend by project or trip — from inside Claude, ChatGPT and other LLM clients; live for customers in 130+ countries. July 2025: acquired Norway’s Semine, extending from employee expense into AP automation (Semine claims up to 85% of AP tasks automated, 10,000+ Nordic businesses).","Widen from expense-only to expense + AP under one roof, with Eurazeo (majority owner since 2024) funding international expansion.","Expense management for mid-market and enterprise across Europe, with standard BC and F&O export connectors rather than a BC-native app.",LLM-client-first — the product surface moves into the assistant; Semine brings AI capture on the invoice side.,1M+ users · 130+ countries · ~256 staff · Eurazeo-owned,,MCP launch (CFOtech) (https://cfotech.com.au/story/rydoo-brings-expense-approvals-into-claude-chatgpt); MCP (BM Magazine) (https://bmmagazine.co.uk/ai/rydoo-mcp-expense-management-claude-chatgpt/); ERP integrations (https://www.rydoo.com/integrations/); Company profile (https://www.crunchbase.com/organization/rydoo)
2026-09-10,1,Expensify,Expensify (NASDAQ: EXFY) · Portland,ai,AI agents · MCP,Low,Expense management · vs Continia EM,"Public, consumer-grade and volume-driven — 15M members and an AI assistant that now configures the product for you.","June 8, 2026: launched Expensify MCP, letting ChatGPT, Claude, Cursor and other MCP clients query expense data without CSV exports. July 1, 2026: Concierge AI expanded into expense automation and spend analysis via natural language, with AI workflow agents in beta. The June 24 release added Expensify Card spend rules (real-time approve/decline by merchant, category, amount or currency) and automatic VAT extraction in SmartScan.","Make the assistant the interface — Concierge configures settings, submits and retracts reports and analyses spend, so the app itself recedes.","Self-serve, card-led expense for a broad SMB base; no Business Central-native path, so it only meets Continia where BC customers buy expense separately.",Concierge AI plus MCP as the standard connector for third-party agents — an open-surface bet rather than a closed agent suite.,15M members · ~$140M LTM revenue · public (EXFY),,MCP launch (https://ir.expensify.com/news-releases/news-release-details/expensify-launches-mcp-ai-powered-expense-management); Concierge AI expansion (https://www.businesswire.com/news/home/20260701645763/en/Expensifys-AI-Expands-to-Expense-Automation-Spend-Insights-and-Agents); June 2026 update (https://use.expensify.com/blog/expensify-june-2026-product-update)
2026-09-10,1,Zoho Expense,Zoho Corporation · Chennai,steady,Price-led · suite play,Low,Expense management · vs Continia EM,"The price floor of the category — free for three users, a few dollars per user after — sold as one piece of the wider Zoho suite.","May 13, 2026: added a preference page letting organisations enable or disable individual AI features. May 29, 2026: Zoho Travel online-booking overhaul (US edition). May 6, 2026: more filters on batch payments.",Win on bundle economics — expense is a cheap entry point into Zoho Books/Zoho One rather than a standalone bet.,"Free tier (3 users, receipt autoscan, mileage, multicurrency), with corporate-card reconciliation and multi-level approvals a few dollars up; integrates Zoho Books, QuickBooks Online and Xero — not Business Central.","Receipt autoscan and duplicate/fraud detection, now with per-feature AI opt-out for governance-sensitive customers.",Free → ~$5/user/month · part of the Zoho suite,,What’s new in Zoho Expense (https://www.zoho.com/us/expense/whats-new.html); Pricing (G2) (https://www.g2.com/products/zoho-expense/pricing)
2026-09-10,1,DocuWare,DocuWare (Ricoh) · Germering,ai,IDP + AI Hub,Medium,DMS + invoice processing · vs Continia DC,"Ricoh-owned document management at scale — 21,000+ customers — pushing IDP and e-invoicing into the same AP capture space as Document Capture.","April 28, 2026: named a Challenger in the Gartner Magic Quadrant for Document Management, credited for SME-friendly transparent licensing and messaging built around automated invoice processing. DocuWare IDP has been a standalone product since December 2024 (OCR + handwriting, batch splitting, classification, line-item extraction, automatic PO and delivery-note matching); the DocuWare AI Hub is now the R&D unit for AI beyond IDP.","E-invoicing is the stated 2025/26 priority — mailbox and Peppol intake, automatic processing and archiving, then export to the ERP; v7.12 shipped e-invoice processing, v7.13 a web Workflow Designer.","Document management first, AP second: archive everything, then automate the invoice flow and link back into the finance system. BC/NAV is an integration, not a home — the invoice lives in DocuWare, not in Business Central.",IDP handles unstructured and poor-quality scans; a separate AI Hub signals a longer roadmap than a single feature release.,"21,000+ customers · 100+ countries · 800+ partners · Ricoh subsidiary",,Gartner MQ Challenger (https://start.docuware.com/press-center/docuware-named-challenger-in-2026-gartner-magic-quadrant-for-document-management); DocuWare IDP (https://start.docuware.com/press-center/docuware-introduces-intelligent-document-processing-docuware-idp); 2025/26 roadmap (https://start.docuware.com/blog/product-news/all-about-docuware-in-2025/26); Ricoh acquisition (https://www.ricoh-europe.com/news-events/news/ricoh-completes-acquisition-of-docuware/)
2026-09-09,2,ExFlow,Truvio (formerly SignUp Software) · Stockholm,cons,Rebranded → Truvio + AI,High,AP automation · D365 F&O + BC,"Rebrand to Truvio complete — ExFlow, Axtension, DynamicWeb and SKSoft unified into one Microsoft-native portfolio, now shipping its own AI.",June 2026: AP Automation (powered by ExFlow) 2.19.0 for D365 F&O adds “TruvioSense Coding & Approval” — AI/LLM coding suggestions from previously approved invoices.,"Rebranded SignUp Software → Truvio, unifying ExFlow/Axtension/DynamicWeb/SKSoft into one D365-native suite (beyond pure AP).",Fully embedded/native in Dynamics — no third-party system.,TruvioSense adds LLM-based invoice interpretation + coding suggestions on top of the existing ML Predictions.,"150+ employees · 1,300+ organisations",,Truvio: What's New (https://truvio.com/whats-new); Rebrand (https://enterprisesoftwareexpress.com/signup-software-signs-up-for-a-new-name/); Release notes (https://docs.signupsoftware.com/finance-operations/docs/user-manual/whats-new-and-planned/release-notes)
2026-09-09,2,Dooap,Dooap · Austin (Pagero),ai,AI-aggressive,High,AP automation · D365 Finance (F&O),Launched a dedicated agentic AI product — the most offensive AI move in the space.,"Dooap Studio, May 11 2026 — AP teams design and govern their own AI agents without IT. Jul 2026: went live on Microsoft Marketplace (deployable directly for D365 Finance customers); Aug 18 2026: launched dooapstudio.ai, a standalone agentic-AP site that auto-publishes its own release notes with human approval.","Agents for GL coding, PO matching, fraud and routing — with rationale, confidence score and audit trail.","Mobile-first, cloud-native — message: “AI you control.”","A standalone agent product, not just AI features.",Microsoft Certified Software (Sep 2025) · on Microsoft Marketplace,,Dooap Studio (PR) (https://www.prnewswire.com/news-releases/dooap-inc-launches-dooap-studio-putting-agentic-ap-automation-directly-in-the-hands-of-finance-teams-302768534.html); Studio on Marketplace (https://www.dooap.com/blog/dooap-studio-is-now-live-in-microsoft-marketplace); dooapstudio.ai (https://www.dooap.com/blog/dooap-launches-dooapstudio.ai-for-agentic-ap-on-microsoft-d365)
2026-09-09,2,Zetadocs,Equisys,steady,Stable cadence,High,Delivery · Capture · Expenses · BC,Consistent monthly release cadence; AI embedded in the core rather than big announcements.,"Delivery & Capture updated Jan, Mar, May and Jul 2026 (Jul: captures extra vendor-invoice fields + smarter line-to-account learning); Expenses May 2026 (cloud, browser, iOS, Android).",Three product lines kept in sync at a high release cadence.,"Everything happens inside Business Central — one environment, less friction.",AI-driven data entry + automatic order/invoice matching.,3 product lines (Delivery · Capture · Expenses),,Jul 2026 update (https://www.equisys.com/blog/whats-new-in-zetadocs-delivery-and-zetadocs-capture-june-2026-update); May 2026 update (https://www.equisys.com/blog/whats-new-in-zetadocs-expenses-may-2026-update); Equisys blog (https://www.equisys.com/blog)
2026-09-09,2,Medius,Medius,ai,Gartner MQ Leader,Medium,AP automation + spend/payments · multi-ERP,"Analyst-anointed AP leader — 2026 Gartner Magic Quadrant Leader + Ardent Elite Performer for AI Innovation; deep, autonomous AI across the full AP lifecycle.","Named a Leader in the 2026 Gartner Magic Quadrant for Accounts Payable Applications (Jun 23, 2026); also Ardent Partners 2026 Market Leader + Elite Performer for AI Innovation.","SmartFlow (proprietary CNN), Medius Copilot, Supplier Conversations (autonomous email handling), “AI workmate”.",“Autonomous AP” — the finance team stays in control; own models rather than expensive LLMs for core work.,Claims to have the most of the AP/payments lifecycle automated with AI.,"4,000+ customers · 102 countries · $200B spend/year",,Gartner MQ 2026 (Medius) (https://www.prnewswire.com/news-releases/medius-placed-in-2026-gartner-magic-quadrant-for-accounts-payable-applications-302807993.html); Medius AI advantage (https://www.medius.com/ai-innovation/medius-ai-advantage/); Ardent 2026 (https://www.medius.com/resources/guides-reports/2026-ap-automation-payments-technology-advisor/)
2026-09-09,2,Tipalti,Tipalti · Foster City,ai,AI + capital,Low,Payables + global payments + procurement + expenses,Raised $200M for AI; rolling out agents across the entire finance flow.,"AI Assistant + AI agents (Invoice Capture, Bill Approvers, reporting, tax, purchase request); tariff-refund AI (Apr 2026).","$200M round (Hercules, autumn 2025) earmarked for AI; agentic focus. Jun 2026: signalled a public offering as its most likely path (over acquisition), targeting sustained profitability by early 2027.",End-to-end payables + global payments in 200+ countries.,Conversational assistant + autonomous agents embedded across the entire platform.,"~$90B payments/year · 6,500 customers",,Tipalti AI agents (https://tipalti.com/accounts-payable-software/finance-ai/); American Banker (https://www.americanbanker.com/payments/news/tipalti-enhances-ai-tech-to-improve-tariff-refund-processing); IPO signal (Payments Dive) (https://www.paymentsdive.com/news/tipalti-counts-on-future-ipo-ai-finance-automation-software/823594/)
2026-09-09,2,Yooz,Yooz · Dallas,ai,AI + fraud,Medium,AP / P2P automation · multi-ERP,"AI/Deep Learning P2P with a strong fraud focus; active in the BC and GP ecosystem — and now past 7,000 customers on record platform volume.","Sept 2, 2026: passes 7,000 customers / 600,000 users (300M+ documents, 50+ countries) after a record-volume June; the same update adds line-level PO matching, vendor-statement automation, an automatic invoice fetcher and intelligent GL allocations. Earlier: YoozProtect (fraud, NA launch Jan 2026); Yooz 2026 AI in Finance report.","AI + RPA + Big Data; fraud prevention as spearhead, now pushing “explainable” automation and growth in transaction-heavy verticals (automotive, trucking, construction, manufacturing, hospitality) via CDK and Epicor integrations.","Simple, fast, secure cloud P2P; unlimited users.","Smart data extraction, routing and fraud detection; line-level PO matching and GL allocation suggestions.","7,000+ customers · 600,000 users · 50+ countries",,"7,000 customers (Sept 2, 2026) (https://www.globenewswire.com/news-release/2026/09/02/3355285/0/en/yooz-surpasses-7-000-customers-worldwide-as-platform-usage-hits-record-high.html); YoozProtect (https://www.getyooz.com/blog/yooz-protect-launch); Yooz + BC/GP (https://msdynamicsworld.com/blog/two-days-two-erps-how-yooz-powering-ap-automation-gp-and-business-central)"
2026-09-09,2,Stampli,Stampli · Mountain View,ai,AI veteran,Low,AP automation (invoice-centric) · 70+ ERPs,AI (“Billy the Bot”) at the core for nearly 10 years; raised capital from Blackstone.,Stampli Deep Finance (Mar 2026) turns invoice data into consultant-grade executive spend intelligence; Stampli Card / Direct Pay; $61M Blackstone Series D (~$148M total); named a G2 Summer 2026 Leader for P2P + AP Automation (Jun 2026).,Invoice-centric communication + “AI employee”.,"Fast implementation (weeks, not months); approvers need no ERP access.","Positions itself on “proven” AI for capture, coding, routing, duplicates and fraud.","1,600+ customers · $80–85B invoices/year",,Stampli AP (https://www.stampli.com/ap-automation/); Deep Finance (https://www.prnewswire.com/news-releases/stampli-launches-deep-finance-turning-invoice-data-into-executive-spend-intelligence-302729234.html); Blackstone funding (https://financialit.net/news/fundraising-news/stampli-secures-61m-advanced-ai-powered-ap-automation)
2026-09-09,2,AvidXchange,TPG + Corpay · Charlotte,cons,Acquired (payments),Low,AP + payment automation · mid-market,"Taken private by TPG + Corpay (~$2.2B, Oct 2025) — pointing toward payment rails.",Launched Payment Automation for Workday on the Workday Marketplace (Jun 2026); new COO Wade Fairey (Jun 2026); AI fraud/BEC detection in the AvidPay network.,Take-private; Corpay stake → focus on payment volume and interchange.,Mid-market invoice-to-pay + AvidPay payment network.,AI for fraud/anomaly detection; later on the AI curve than pure AI players.,~$450M revenue · 25+ years of history,,TPG/Corpay close (https://www.avidxchange.com/press-releases/tpg-corpay-complete-acquisition-of-avidxchange/); Workday integration (https://www.globenewswire.com/news-release/2026/06/09/3309047/37161/en/AvidXchange-Completes-Workday-Integration.html); Payments Dive (https://www.paymentsdive.com/news/avidxchange-tpg-corpay-accounts-payable-payments/747520/)
2026-09-09,2,Compleat,Compleat Software · UK,steady,SMB / price,Low,P2P / AP automation + online buying,"Affordable P2P for smaller businesses; UK/EMEA focus, not Dynamics-first.","Capture + approval workflows + online buying; integration with Sage, Xero, QuickBooks.",Affordable SaaS for all sizes; procurement + AP combined.,"Cheap, simple access (subscription from a low price point).",AI-OCR for capture/coding — significantly less AI marketing than the big players.,500+ companies · EMEA/APAC/AMAC,,Zone&Co 2026 (https://www.zoneandco.com/articles/top-16-ap-automation-software-solutions-in-2026); Capterra (https://www.capterra.com/p/88208/Compleat-Purchase-to-Pay/)
2026-09-09,2,Tungsten Automation,formerly Kofax · Irvine,ai,AI catch-up,Low,IDP / RPA + AP (InvoiceAgility),Rebranded from Kofax; betting hard on agentic AI to close the gap.,"TotalAgility now GA in three tiers (Standard/Advanced/Enterprise) with agentic AI, Quick AI Agents and multi-agent orchestration; quarterly releases from 2026; InvoiceAgility for AP.",Jan 2026: new executives incl. first Chief AI Officer; “AI-first” repositioning. CEO signals a possible 2027 exit (PE or strategic sale) as the sector consolidates (Jun 2026); Jul 2026: lenders signed a cooperation pact to negotiate a possible debt restructuring ahead of ~$150M maturities (Clearlake/TA-backed).,Broad intelligent automation (document/workflow) — large IDP revenue base.,Agentic AI now shipping (multi-agent orchestration); analysts said it was 9–12 months behind — now closing the gap.,~40 years of history · 70+ countries,,TotalAgility platform (https://www.tungstenautomation.com/products/totalagility/release-highlights); Agentic AI hires (https://www.tungstenautomation.com/about/press-releases/2026/tungsten-automation-invests-in-innovation-and-agentic-ai-with-key-executive-hires); Deep Analysis (https://www.deep-analysis.net/boring-ai-how-tungsten-plans-to-move-beyond-its-idp-roots/); Exit signal (ION) (https://ionanalytics.com/insights/mergermarket/tungsten-automation-exit-possible-in-2027-as-buyer-appetite-builds-ceo/); Lenders' pact (Bloomberg) (https://www.bloomberg.com/news/articles/2026-07-01/lenders-to-clearlake-backed-tungsten-sign-pact-after-debt-slides)
2026-09-09,2,onPhase,formerly DocuPhase · Tampa,cons,Acquisitive + rebrand,Low,AP + payments + document management,Rebranded from DocuPhase; growing through acquisitions and embedded payments.,Acquisition of iPayables (Jan 2026) + Clearwater Payments; Bottomline Paymode network embedded; TransferMate partnership (Jun 2026) for embedded cross-border payments.,AI-driven AP + embedded payments; 173% 3-year growth (Inc. 5000).,Unified finance automation for SMB → enterprise.,AI-driven capture/automation combined with payments.,Fast-growing · NetSuite-centric + others,,onPhase news (https://www.onphase.com/news); Accounting automation (https://www.docuphase.com/accounting-automation)
